date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:59:17	10644/10644	---M--	200	added ('OK')	image/jpeg	etag:%222994-5d6e5089dbda0%22	https://flygaft.com/application/files/cache/thumbnails/015a0eb3b0f290f86059e86f6597c23a.jpg	C:/Users/Nutzer/Desktop/Other%20stuff/Work/gaft%20rep/flygaft.com/application/files/cache/thumbnails/015a0eb3b0f290f86059e86f6597c23a.jpg	(from https://flygaft.com/about-us)
19:59:18	4812/4812	---M--	200	added ('OK')	image/jpeg	etag:%2212cc-5d6e5089de0c8%22	https://flygaft.com/application/files/cache/thumbnails/4451c6cf9c072636882f7bc9ff47fefa.jpg	C:/Users/Nutzer/Desktop/Other%20stuff/Work/gaft%20rep/flygaft.com/application/files/cache/thumbnails/4451c6cf9c072636882f7bc9ff47fefa.jpg	(from https://flygaft.com/about-us)
19:59:18	5477/5477	---M--	200	added ('OK')	image/jpeg	etag:%221565-5d6e5089e03f0%22	https://flygaft.com/application/files/cache/thumbnails/e090bb87cefe2e1745ec0757c7bf81dc.jpg	C:/Users/Nutzer/Desktop/Other%20stuff/Work/gaft%20rep/flygaft.com/application/files/cache/thumbnails/e090bb87cefe2e1745ec0757c7bf81dc.jpg	(from https://flygaft.com/about-us)
19:59:18	4432/4432	---M--	200	added ('OK')	image/jpeg	etag:%221150-5d6e5089e2330%22	https://flygaft.com/application/files/cache/thumbnails/8a9b1581c221f9a62b544f743750e6a3.jpg	C:/Users/Nutzer/Desktop/Other%20stuff/Work/gaft%20rep/flygaft.com/application/files/cache/thumbnails/8a9b1581c221f9a62b544f743750e6a3.jpg	(from https://flygaft.com/about-us)
19:59:18	3936/3936	---M--	200	added ('OK')	image/jpeg	etag:%22f60-5d6e5089e4270%22	https://flygaft.com/application/files/cache/thumbnails/96c0899614a07c00be4a88bb30a3ce25.jpg	C:/Users/Nutzer/Desktop/Other%20stuff/Work/gaft%20rep/flygaft.com/application/files/cache/thumbnails/96c0899614a07c00be4a88bb30a3ce25.jpg	(from https://flygaft.com/about-us)
19:59:19	4212/4212	---M--	200	added ('OK')	image/jpeg	etag:%221074-5d6e5089e6598%22	https://flygaft.com/application/files/cache/thumbnails/6cdb00846d24ef364124ba7be88ac382.jpg	C:/Users/Nutzer/Desktop/Other%20stuff/Work/gaft%20rep/flygaft.com/application/files/cache/thumbnails/6cdb00846d24ef364124ba7be88ac382.jpg	(from https://flygaft.com/about-us)
19:59:19	4465/4465	---M--	200	added ('OK')	image/jpeg	etag:%221171-5d6e5089e80f0%22	https://flygaft.com/application/files/cache/thumbnails/88599e4a28380619895e955dc0c6d97b.jpg	C:/Users/Nutzer/Desktop/Other%20stuff/Work/gaft%20rep/flygaft.com/application/files/cache/thumbnails/88599e4a28380619895e955dc0c6d97b.jpg	(from https://flygaft.com/about-us)
19:59:19	217843/217843	---M--	200	added ('OK')	image/png	etag:%22352f3-5db46d78d5413%22	https://flygaft.com/application/files/4616/4847/2194/NEC1.png	C:/Users/Nutzer/Desktop/Other%20stuff/Work/gaft%20rep/flygaft.com/application/files/4616/4847/2194/NEC1.png	(from https://flygaft.com/about-us)
19:59:19	3222/3222	---M--	200	added ('OK')	image/png	etag:%22c96-6247f8db58978%22	https://flygaft.com/application/files/3017/2898/0117/livch.png	C:/Users/Nutzer/Desktop/Other%20stuff/Work/gaft%20rep/flygaft.com/application/files/3017/2898/0117/livch.png	(from https://flygaft.com/about-us)
19:59:20	41908/41908	---M--	200	added ('OK')	image/png	etag:%22a3b4-5d6e31ea28226%22	https://flygaft.com/application/files/4016/4329/7853/hangar-logo.png	C:/Users/Nutzer/Desktop/Other%20stuff/Work/gaft%20rep/flygaft.com/application/files/4016/4329/7853/hangar-logo.png	(from https://flygaft.com/about-us)
19:59:20	86948/86948	---M--	200	added ('OK')	image/jpeg	etag:%22153a4-5d6e5086ef4f3%22	https://flygaft.com/application/files/cache/thumbnails/50d0a8b442758d7b83f1cfe87a6eeb8c.jpg	C:/Users/Nutzer/Desktop/Other%20stuff/Work/gaft%20rep/flygaft.com/application/files/cache/thumbnails/50d0a8b442758d7b83f1cfe87a6eeb8c.jpg	(from https://flygaft.com/Vacancies)
19:59:20	15229/15229	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Apr%202025%2017:59:21%20GMT	https://flygaft.com/Vacancies/Business-Developer-Clean-Tech-Start-up	C:/Users/Nutzer/Desktop/Other%20stuff/Work/gaft%20rep/flygaft.com/Vacancies/Business-Developer-Clean-Tech-Start-up.html	(from https://flygaft.com/Vacancies)
19:59:21	140367/140367	---M--	200	added ('OK')	image/jpeg	etag:%222244f-5d80ea24c82c4%22	https://flygaft.com/application/files/cache/thumbnails/69edef03dcf335df6b2d583ff670728c.jpg	C:/Users/Nutzer/Desktop/Other%20stuff/Work/gaft%20rep/flygaft.com/application/files/cache/thumbnails/69edef03dcf335df6b2d583ff670728c.jpg	(from https://flygaft.com/contact)
19:59:21	10988/10988	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Apr%202025%2017:59:21%20GMT	https://flygaft.com/contact?msg=Dear%20Frank%2C%20Please%20send%20me%20the%20GAFT%20quality%20specification.%20Regards%2C	C:/Users/Nutzer/Desktop/Other%20stuff/Work/gaft%20rep/flygaft.com/contact9a7a.html	(from https://flygaft.com/contact?msg=Dear%20Frank,%20Please%20send%20me%20the%20GAFT%20quality%20specification.%20Regards,)
19:59:35	40076252/40076252	---M--	200	added ('OK')	video/mp4	etag:%2226383dc-61bb34ae94d47%22	https://flygaft.com/application/files/5917/1930/6717/GAFTextendedwithsubt.mp4	C:/Users/Nutzer/Desktop/Other%20stuff/Work/gaft%20rep/flygaft.com/application/files/5917/1930/6717/GAFTextendedwithsubt.mp4	(from https://flygaft.com/our-solution)
19:59:35	155534/155534	---M--	200	added ('OK')	image/jpeg	etag:%2225f8e-5d6e5320da136%22	https://www.flygaft.com/application/files/cache/thumbnails/d15a84b7661392f13bc66130b04fdfa6.jpg	C:/Users/Nutzer/Desktop/Other%20stuff/Work/gaft%20rep/www.flygaft.com/application/files/cache/thumbnails/d15a84b7661392f13bc66130b04fdfa6.jpg	(from https://flygaft.com/news-and-media/gaft-and-cricket-one-emerge-top-winners)
